S.No,Name of BC,Contact Number,Gender,Bank Name,State,District ,Office Name,Pincode,Corporate BC name,ODOP product,CODE WORD OF PRODUCT LIST,CROP2 NAME,CROP2 SEASON,CROP1 AREA,CROP1 PRODUCTION,CROP1 Pincode,CROP1 NAME,SEASON,CROP AREA,CROP PRODUCTION,CROP3 NAME,SEASON,CROP AREA,CROP PRODUCTION
750,Shailja Deo Singh,6482413218,male,IndusInd Bank,Haryana,JIND,Baniya Khera B.O,126110,SAGGRAHA MANAGEMENT SERVICES PVT LTD,"Poultry Feed,Engineering Goods",Jind%Haryana,Maize,Rabi,Rabi,47347,126110,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
751,Surbhi Sharma,9263522878,female,IDFC FIRST Bank,Haryana,PANCHKULA,B.C.W. Suraj Pur S.O,133301,Sahaj e- Village Limited.,"Automobile Parts,Pharmaceuticals",Panchkula%Haryana,Maize,Rabi,Rabi,47347,133301,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
752,Indrajeet Kumar,5979126763,male,Karur Vysya Bank,Rajasthan,SIKAR,Khakholi BO,332041,SAHAJ RETAIL LIMITED,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,Rabi,15516,332041,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
753,Kanchanlata Pandey,7325727496,male,Kotak Mahindra Bank,Haryana,PANIPAT,Babarpur B.O,132140,SAHAJ RURAL DEVELOPMENT FOUNDATION,Handloom and Textiles,Panipat%Haryana,Maize,Rabi,Rabi,47347,132140,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
754,Arvind Shakya,6587268286,male,IDBI Bank,Bihar,MADHUBANI,Husainpur BO,847238,SAKSHAM GRAM CREDIT PRIVATE LIMITED,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847238,Rice,Summer,4005,,Wheat,Rabi,90522,224042
755,Adesh Kumar,1839154381,female,South Indian Bank,Telangana,HYDERABAD,Aoc Records S.O,500015,SALMA TABASSUM,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,Rabi,15516,500015,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
756,Pavan Kumar Dubey,5171762086,male,YES Bank,Bihar,SUPAUL,Bakaur BO,852130,Samaaru Finance Private Limited,"Lac Bangles,Makhana",Supaul%Bihar,Rice,Winter,Winter,149839,852130,Rice,Summer,4005,,Wheat,Rabi,90522,224042
757,Megha Bisen,3866183065,male,Bank of Baroda,Bihar,PURNIA,Ajhokopa BO,854204,Samavesh Finserve Pvt. Ltd.,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,Winter,185906,854204,Rice,Summer,4005,,Wheat,Rabi,90522,224042
758,Anjali Bharti,8660520903,female,Bank of India,Haryana,FATEHABAD,Baijalpur BO,125111,SAMGRAH TECH PRIVATE LIMITED,"Cotton & Agri-based products,Agriculture Implements",Fatehabad%Haryana,Maize,Rabi,Rabi,47347,125111,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
759,Bishakha Priya,2972581646,male,South Indian Bank,Andhra Pradesh,VIZIANAGARAM,Venkampeta B.O,505187,Samhita Community Development Services,"Mango Jelly,Bobilli Veena,Design Bedsheets",Vizianagaram%Andhra Pradesh,Rice,Whole Year,Whole Year,331840,505187,Jowar,Rabi,5,23,Wheat,Rabi,90522,224042
760,Rakhi Paikra,7585339359,male,South Indian Bank,Telangana,KARIM NAGAR,Deshrajpalli B.O,505451,Samparna Business Correspondence Private Limited,"Granites,Silverfiligree",Karimnager%Telangana,Rice,Rabi,Rabi,15516,505451,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
761,Rimmi Gupta,6941504934,male,Central Bank of India,West Bengal,BIRBHUM,Bakreswar BO,731123,Sampurna Financial Services Limited,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,Winter,1029374,731123,Maize,Summer,115,276,Wheat,Rabi,90522,224042
762,Shama Parveen,1917974369,male,Indian Bank,Rajasthan,SIKAR,Ghirnia Bada BO,332026,SAMVRIDDHI INCLUSIVE GROWTH NETWORK,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,Rabi,15516,332026,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
763,Shuchi Tripathi,7015642498,female,Indian Overseas Bank,Maharashtra,NASHIK,Amba B.O,422207,SANJEEV SHARMA,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,Kharif,108900,422207,Safflower,Rabi,100,100,Groundnut,Summer,100,200
764,Lalit Kumar Raghav,9114866894,male,Punjab and Sind Bank,Bihar,SAMASTIPUR,Bazidpur BO,848503,SANJIVANI VIKASFOUNDATION BIHAR,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,Rabi,116642,848503,Other  Rabi pulses,Rabi,20,20,Wheat,Rabi,90522,224042
765,Bipin Kumar,5265318823,female,Punjab National Bank,Maharashtra,JALGAON,Bornar B.O,425116,Santosh Finlease Pvt. Ltd.,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,Kharif,768100,425116,Groundnut,Summer,2400,3100,Wheat,Rabi,90522,224042
766,Mohammad Kaishar Kalim Khan,2820167239,male,State Bank of India,West Bengal,BIRBHUM,Chunpalasi BO,731214,Saral Technology Services Pvt Ltd,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,Winter,1029374,731214,Maize,Summer,115,276,Wheat,Rabi,90522,224042
767,Sandeep Sharma,9055467463,male,UCO Bank,Bihar,MADHUBANI,Arerhat SO,847222,Sarala Development & Microfinance Pvt. Ltd,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847222,Rice,Summer,4005,,Wheat,Rabi,90522,224042
768,Chandan Raj,6959021049,female,Union Bank of India,Delhi,WEST DELHI,Janta Market S.O,110027,Saraswat Infotech Private Limited,Furniture items,West%Delhi,Maize,Rabi,Rabi,47347,110027,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
769,Sanjeev Kumar Bais,4609738047,male,Axis Bank,Haryana,GURGAON,Industrial Estate SO Gurgaon,122007,SARDAR EXIM,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122007,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
770,Sajev,8303381419,male,Bandhan Bank,Haryana,ROHTAK,Atail BO,124501,SARTHAK SEWA PRIVATE LIMITED,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,Rabi,47347,124501,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
771,Priti Sinha,5275873803,male,CSB Bank,Haryana,REWARI,Guriani SO,123301,Sarvagram Fincare Private Limited,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,Rabi,47347,123301,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
772,Shikha,4329513735,female,City Union Bank,Haryana,BHIWANI,Badrai BO,127312,Sarvagram Solutions Private Limited,"Milk Product,Cattle Feed,Plastic Products",Bhiwani%Haryana,Maize,Rabi,Rabi,47347,127312,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
773,Tipan Mukhi,9300322420,female,South Indian Bank,Telangana,MANCHERIAL,Devapur Cement Works S.O,504218,SARVODAYA INFOTECH PRIVATE LIMITED,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504218,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
774,Jaswant Kumar Singh,2213847325,male,Dhanlaxmi Bank,Haryana,PANCHKULA,Kalka R.S. S.O,133302,Satin Finserv Limited,"Automobile Parts,Pharmaceuticals",Panchkula%Haryana,Maize,Rabi,Rabi,47347,133302,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
775,Priya Priyadarshni,8073943967,female,Federal Bank,Rajasthan,SIKAR,Bhuwala BO,332042,SATYA PRAKASH KUMAWAT,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,Rabi,15516,332042,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
776,Himanshu Ranjan Srivastava,7642823249,male,HDFC Bank,Haryana,PANIPAT,Dahar B.O,132145,SAVE SOLUTIONS PRIVATE LIMITED,Handloom and Textiles,Panipat%Haryana,Maize,Rabi,Rabi,47347,132145,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
777,Vinayak Raj,6821665181,male,ICICI Bank,Bihar,MADHUBANI,Baliabikrampur BO,847239,SEC2PAY INDIA E-SERVICES PRIVATE LIMITED,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847239,Rice,Summer,4005,,Wheat,Rabi,90522,224042
778,Navratan Jat,2053522976,female,South Indian Bank,Telangana,HYDERABAD,Begumpet S.O,500016,Secure 365,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,Rabi,15516,500016,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
779,Yaman Mudgal,3228609138,female,IDFC FIRST Bank,Bihar,SAHARSA,Dehad BO,852129,Share Microfin Limited,Makhana,Saharsa%Bihar,Rice,Winter,Winter,130436,852129,Sugarcane,Whole Year,68,4240,Wheat,Rabi,90522,224042
780,Garima Bharti,3647538653,male,Karur Vysya Bank,Bihar,PURNIA,Barhara Kothi SO,854203,SHREE PADM ENTERPRISE PVT LTD,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,Winter,185906,854203,Rice,Summer,4005,,Wheat,Rabi,90522,224042
781,Shashank Shekhar Upadhyay,6799650578,male,Kotak Mahindra Bank,Haryana,HISAR,Balak BO,125112,shree plan your journey pvt ltd,"Steel Products,Agriculture Implements,Dairy products",Hisar%Haryana,Maize,Rabi,Rabi,47347,125112,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
782,Kunwer Pushpraj Singh,2648899726,male,South Indian Bank,Telangana,PEDDAPALLI,Elakalapalli B.O,505188,SHREE VENKATESH ENTERPRISES,Rice based products,Peddapalli%Telangana,Rice,Rabi,Rabi,15516,505188,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
783,Shubhanshi Gaur,1444427632,female,South Indian Bank,Telangana,JAGTIAL,Arevelli B.O,505452,Shri Ram Prasad Singh Social Foundation,Mango,Jagtial%Telangana,Rice,Rabi,Rabi,15516,505452,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
784,Sanju Divakar,7399177295,female,YES Bank,West Bengal,BIRBHUM,Delora BO,731124,Shrinithi Capital Pvt. Ltd.,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,Winter,1029374,731124,Maize,Summer,115,276,Wheat,Rabi,90522,224042
785,Suraj Kumar Paswan,7373367876,female,South Indian Bank,Telangana,JAGTIAL,Beerpur B.O,505454,Shrisha Financial Services Pvt Ltd,Mango,Jagtial%Telangana,Rice,Rabi,Rabi,15516,505454,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
786,Radhakrishan Rajpoot,2110492894,male,Bank of India,Maharashtra,NASHIK,Amba (Peint) B.O,422208,SIF Access Private Limited,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,Kharif,108900,422208,Safflower,Rabi,100,100,Groundnut,Summer,100,200
787,Surya Prakash Dubey,3557304809,male,Bank of Maharashtra,Bihar,SAMASTIPUR,Andaur BO,848502,Silver Touch technlogies Ltd,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,Rabi,116642,848502,Other  Rabi pulses,Rabi,20,20,Wheat,Rabi,90522,224042
788,Shalini Rajpal,6640966194,female,Canara Bank,Maharashtra,Jalgaon,Bhusawal Athawade Bazar S.O,425201,Simplified Financial Solutions Pvt Ltd,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,Kharif,768100,425201,Groundnut,Summer,2400,3100,Wheat,Rabi,90522,224042
789,Harikant Patel,3198255827,female,Central Bank of India,Bihar,SAMASTIPUR,Basatpur BO,847301,SKULLCASE LIFESTYLE INDIA LLP,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,Rabi,116642,847301,Other  Rabi pulses,Rabi,20,20,Wheat,Rabi,90522,224042
790,Lav Kumar Keshari,3038127219,male,South Indian Bank,Telangana,RANGAREDDY,Bharat Nagar Colony S.O,500018,SM COMUNICATIONS,Biscuits & Confectionery,Ranga Reddy%Telangana,Rice,Rabi,Rabi,15516,500018,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
791,Naval Kishor Somani,6873888192,male,Indian Overseas Bank,Bihar,SAHARSA,Balhampur BO,852127,Smart Chip Pvt. Ltd.,Makhana,Saharsa%Bihar,Rice,Winter,Winter,130436,852127,Sugarcane,Whole Year,68,4240,Wheat,Rabi,90522,224042
792,Ajeet Kumar Pandey,4780322592,male,Punjab and Sind Bank,Bihar,PURNIA,Balua Kachahari BO,854201,SOCIAL EDUCATION ECONOMICAL DEVELOP,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,Winter,185906,854201,Rice,Summer,4005,,Wheat,Rabi,90522,224042
793,Tamal Day,7058999810,female,Punjab National Bank,Haryana,FATEHABAD,Amani BO,125120,SOFTECH EDUCATIONAL AND CHARITABALE TRUST,"Cotton & Agri-based products,Agriculture Implements",Fatehabad%Haryana,Maize,Rabi,Rabi,47347,125120,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
794,Sushma Kumari,8473567029,male,South Indian Bank,Telangana,JAGTIAL,Anthergaon B.O,505455,SOFTMINT DIGITAL SERVICES PRIVATE LIMITED,Mango,Jagtial%Telangana,Rice,Rabi,Rabi,15516,505455,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
795,Alka Kumari,7525375890,male,UCO Bank,Jharkhand,DHANBAD,Chasnalla SO,828135,Sollet Soft Solutions Pvt Ltd.,Coal,Dhanbad%Jharkhand,Rice,Winter,Winter,228890,828135,Wheat,Rabi,79483,125280,Khesari,Rabi,4965,2085
796,Pawan Kumar Srivastava,1170418017,female,Union Bank of India,Uttar Pradesh,ALLAHABAD,Public Service Commission SO,211018,Sonata Finance Private Limited (SFPL),Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211018,Rice,Summer,4005,,Wheat,Rabi,90522,224042
797,Maneesh Kumar Pandey,6867852261,female,Axis Bank,Bihar,DARBHANGA,Bishnupur SO Darbhanga,847204,SOUTH INDIA FINVEST PVT LTD,"Makhana,Madhubhani Paintings,Terracotta",Darbhanga%Bihar,Wheat,Rabi,Rabi,89175,847204,Rice,Summer,4005,,Wheat,Rabi,90522,224042
798,Anoop Kumar Pandey,8317565080,male,Bandhan Bank,Bihar,MADHUBANI,Bankatta Uren BO,847223,Sparrow Softech Private Limited,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847223,Rice,Summer,4005,,Wheat,Rabi,90522,224042
799,Priya Jain,4810530642,female,CSB Bank,Delhi,SOUTH WEST DELHI,Naraina Industrial Estate H.O,110028,Spay Technology Pvt Ltd,Milk Based Product,South-West%Delhi,Maize,Rabi,Rabi,47347,110028,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
800,Deep Shikha Pandey,5519546521,male,City Union Bank,Haryana,GURGAON,DLF PhII SO,122008,Spice Digital,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122008,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
801,Upashana Kumari,3441347277,male,DCB Bank,Haryana,JHAJJAR,Charra SO,124504,Spice Money Limited,Footwear,Jhajjar%Haryana,Maize,Rabi,Rabi,47347,124504,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
802,Leena Sahu,8706529928,male,Dhanlaxmi Bank,Haryana,REWARI,Bhakli BO,123302,SRINIVAS TRADERS,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,Rabi,47347,123302,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
803,Prajukta Sahoo,3456727361,male,Federal Bank,Assam,KAMRUP METROPOLITAN,Fancy Bazar S.O,781001,SRPS Fintech Private Limited,"Home Furnishing made of Eri , Muga & Assam Silk,etc.",KAMRUP METROPOLITAN%Assam,Paddy,Winter,Winter,140739,781001,Rice,Winter,67720,140739,Rapeseed &Mustard,Rabi,10740,6404
804,Sasmitesh Nayak,4927121812,female,South Indian Bank,Telangana,MANCHERIAL,Giravalli B.O,504219,SRUSTI BC,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504219,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
805,Gayatri Tandi,9780516546,female,ICICI Bank,Haryana,AMBALA,Ambala  City Kucthery S.O,134003,SS Inclusive Development Finance Pvt Ltd,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134003,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
806,Vandana Joshi,9032689370,female,South Indian Bank,Telangana,MANCHERIAL,Chirrakunta S.O,504294,Star Solution,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504294,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
807,Nitin Singh Negi,4303118806,female,IDFC FIRST Bank,Haryana,KARNAL,Aibla B.O,132157,STARFIN INDIA PRIVATE LIMITED,"Ayurvedic Products,Food Processing,Printing and Packaging",Karnal%Haryana,Maize,Rabi,Rabi,47347,132157,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
808,Saurabh Dwivedi,8958406055,female,Karur Vysya Bank,Bihar,MADHUBANI,Bishoul BO,847240,STARTUPBROZ,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847240,Rice,Summer,4005,,Wheat,Rabi,90522,224042
809,Shaukat Ali,8915129371,male,South Indian Bank,Telangana,HYDERABAD,Lallaguda S.O,500017,State Poverty Eradication Mission (Kudumbashree),Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,Rabi,15516,500017,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
810,Dharmender,6268774987,female,IDBI Bank,Bihar,MADHEPURA,Barahi Hasanpur BO,852128,Stree Nidhi Credit Cooperative Fedaration Ltd.,"Bamboo Art,Mango",Madhepura%Bihar,Rice,Winter,Winter,117196,852128,Bajra,Kharif,12,14,Groundnut,Kharif,12,12
811,Chitra Kumari,3203875341,male,RBL Bank,Bihar,PURNIA,Aurahi Gobindpur BO,854202,Streenidhi Credit Cooperative Federation Ltd. - AP,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,Winter,185906,854202,Rice,Summer,4005,,Wheat,Rabi,90522,224042
812,Shubham Kumar Choudhary,1433765605,female,YES Bank,Haryana,HISAR,Bithmara BO,125113,STYLO AUTOART,"Steel Products,Agriculture Implements,Dairy products",Hisar%Haryana,Maize,Rabi,Rabi,47347,125113,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
813,Dipnarayan Kumar,9715707603,male,South Indian Bank,Telangana,PEDDAPALLI,Abadi Ramagundam B.O,505208,SUB-K IMPACT Solutions Ltd,Rice based products,Peddapalli%Telangana,Rice,Rabi,Rabi,15516,505208,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
814,Hariom Prakash Dubey,3723179064,female,South Indian Bank,Telangana,JAGTIAL,Bheemaram B.O,505453,Sub-K IMPACT Solutions Ltd.,Mango,Jagtial%Telangana,Rice,Rabi,Rabi,15516,505453,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
815,Anamika Saha,4740413106,female,Bank of Maharashtra,Bihar,MADHUBANI,Basopatti SO,847225,SUGAL DAMANI UTILITY SERVICES PVT. LTD,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847225,Rice,Summer,4005,,Wheat,Rabi,90522,224042
816,Brajendra Tomar,3803114248,male,Canara Bank,Delhi,SOUTH DELHI,Gadaipur BO,110030,SUGMYA FINANCE PRIVATE LIMITED,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,Rabi,47347,110030,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
817,Jaideep Katiyar,9146630851,male,Central Bank of India,Haryana,GURGAON,DLF PhIII SO,122010,Sumarg Infotech Private Limited,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122010,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
818,Vipin Singh Negi,8938888708,female,Indian Bank,Haryana,JHAJJAR,Mandothi SO,124506,SUMIT ARORA,Footwear,Jhajjar%Haryana,Maize,Rabi,Rabi,47347,124506,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
819,Devarati Roy,8014133036,male,Indian Overseas Bank,Haryana,REWARI,B B Ashram BO,123401,Sunalpha/Tripborn,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,Rabi,47347,123401,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
820,Kumari Anuveena,6494355059,female,Punjab and Sind Bank,Assam,KAMRUP METROPOLITAN,Assam Tribune S.O,781003,SUPER AUTO ELECTRICALS,"Home Furnishing made of Eri , Muga & Assam Silk,etc.",KAMRUP METROPOLITAN%Assam,Paddy,Winter,Winter,140739,781003,Rice,Winter,67720,140739,Rapeseed &Mustard,Rabi,10740,6404
821,Mragendra Singh,8344197776,male,South Indian Bank,Telangana,MANCHERIAL,Andugulapet B.O,504231,SUSRUSHA,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504231,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
822,Bhagat Tusharbhai Vinodbhai,8438273209,female,State Bank of India,Haryana,Ambala,Baknaur B.O,134007,SUVIDHA MOVERS PRIVATE LIMITED,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134007,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
823,Nootan Singh,8622289446,female,South Indian Bank,Telangana,MANCHERIAL,Andevelli B.O,504296,Svamaan Financial Services Private Limited,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504296,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
824,Pitambar Gupta,6271702624,female,Union Bank of India,Bihar,MADHUBANI,Baira BO,847226,Swabhimaan Finance Private Limited,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847226,Rice,Summer,4005,,Wheat,Rabi,90522,224042
825,Priyanka Sewaiwar,2725316574,male,Axis Bank,Delhi,EAST DELHI,Gandhi Nagar Bazar SO,110031,SWADESI,Tourism,East%Delhi,Maize,Rabi,Rabi,47347,110031,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
826,Tanmay,4287502098,male,Bandhan Bank,Haryana,GURGAON,Gurgaon Sector 56 SO,122011,Swarnodhayam Credits Pvt. Ltd.,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122011,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
827,Manglesh Sharma,5050681713,male,CSB Bank,Haryana,JHAJJAR,Bahadurgarh HO,124507,SWAYAMSHREE MICRO CREDIT SERV,Footwear,Jhajjar%Haryana,Maize,Rabi,Rabi,47347,124507,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
828,Niraj Kumar Mishra,9723098555,male,City Union Bank,Haryana,REWARI,Baldhan Kalan BO,123411,Synapse Solutions Pvt Ltd,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,Rabi,47347,123411,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
829,Abhay Singh,4515922021,female,DCB Bank,Assam,KAMRUP METROPOLITAN,Kharguli S.O,781004,Synergistic Financial Networks Private Limited,"Home Furnishing made of Eri , Muga & Assam Silk,etc.",KAMRUP METROPOLITAN%Assam,Paddy,Winter,Winter,140739,781004,Rice,Winter,67720,140739,Rapeseed &Mustard,Rabi,10740,6404
830,Rohini Tyagi,2620234327,male,South Indian Bank,Telangana,MANCHERIAL,Agm Colony S.O,504251,TALENTPRO INDIA HR PVT LTD,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504251,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
831,Aakash Kaushik,9620506117,male,Federal Bank,Haryana,AMBALA,Ballana B.O,134008,TAPITS TECHNOLOGIES PRIVATE LIMITED,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134008,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
832,Brahmananda Barik,3788668893,female,South Indian Bank,Telangana,MANCHERIAL,Ginnedhari B.O,504297,TARAASHNA SERVICES LIMITED,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504297,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
833,Ravi Pitroda,7800494919,male,ICICI Bank,Bihar,MADHUBANI,Baboobarhi SO,847224,TCS Ltd,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,Winter,188450,847224,Rice,Summer,4005,,Wheat,Rabi,90522,224042
834,Pallismita Rout,8653368608,male,IndusInd Bank,Delhi,SOUTH WEST DELHI,Ansari Nagar SO,110029,TEAM FOUR CONSULTANCY,Milk Based Product,South-West%Delhi,Maize,Rabi,Rabi,47347,110029,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
835,Satyajit Dash,1170116302,male,IDFC FIRST Bank,Haryana,GURGAON,Galleria DLFIV SO,122009,TeamSpace Financial Services Pvt. Ltd,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122009,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
836,Sonia,3462632106,female,Karur Vysya Bank,Haryana,JHAJJAR,Assaudha SO,124505,Tejari Solutions Pvt ltd,Footwear,Jhajjar%Haryana,Maize,Rabi,Rabi,47347,124505,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
837,Shristy Sinha,5254325705,female,Kotak Mahindra Bank,Haryana,REWARI,Bawwa BO,123303,THAKUR AGENCIES,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,Rabi,47347,123303,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
838,Rajkumar Singh,6793440968,male,IDBI Bank,Assam,KAMRUP METROPOLITAN,IBC Guwahati P.O,781002,The Government Secretariat Staff Co-operative Society - Thiruvananthapuram,"Home Furnishing made of Eri , Muga & Assam Silk,etc.",KAMRUP METROPOLITAN%Assam,Paddy,Winter,Winter,140739,781002,Rice,Winter,67720,140739,Rapeseed &Mustard,Rabi,10740,6404
839,Vinaya Suresh Batawale,7553509848,male,South Indian Bank,Telangana,MANCHERIAL,Madaram Township S.O,504220,THE INSTITUTE OF ENTREPRENEURSHIP DEVELOPMENT,Mango,Mancherial%Telangana,Rice,Rabi,Rabi,15516,504220,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
840,Swapnali Bhosale,8205419532,male,YES Bank,Haryana,AMBALA,Jandli S.O,134005,To Two Corporation,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134005,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
