S.No,Name of BC,Contact Number,Gender,State,District ,Office Name,Pincode,Corporate BC name,ODOP product,CODE WORD OF PRODUCT LIST,CROP1 NAME,CROP1 SEASON,CROP1 PRODUCTION
641,Bharti Verma,9159752515,male,Maharashtra,NASHIK,Awankhed B.O,422202,MAANYASRI FIN SERVE PRIVATE LIMITED,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,108900
642,Adarsh Rahul,1966711904,female,Bihar,BEGUSARAI,Ahiyapur BO,851111,MAGALIR FINSERV PRIVATE LIMITED,"Maize,Chilly",Begusarai%Bihar,Wheat,Rabi,64159
643,Devendra Singh,9290378314,female,Maharashtra,JALGAON,Adgaon B.O,425111,Magnot Consultancy Services Private Limited,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,768100
644,Rakesh Raushan,3426393594,female,West Bengal,BIRBHUM,Churar BO,731133,Mahamritunjay Trade & Technologies Pvt. Ltd.,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
645,Sandeep Basak,6235746594,female,Odisha,SUNDERGARH,Alanda B.O,770017,MAHIMA AND CO,Refractory Cement,Sundergarh%Odisha,Rice,Rabi,15516
646,Sneha Roy,2687262003,female,Manipur,Churachandpur,Aibulon B.O,795006,MALLARPUR NAISUVA,Handicrafts - Tribal,Churachandpur%Manipur,Maize,Rabi,47347
647,Neeru Devi,7060620149,male,Jharkhand,BOKARO,Bagda BO,827302,MANAPPURAM FINANCE LIMITED,Woodcraft,Bokaro%Jharkhand,Maize,Rabi,47347
648,Rahul Bali,7550883872,female,Bihar,EAST CHAMPARAN,Bakhari BO,845457,MANIPAL BUSINESS SOLUTIONS PVT LTD,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
649,Madhu Yadav,4601403380,female,Bihar,DARBHANGA,Andauli BO,847103,Manipal Technologies Limited,"Makhana,Madhubhani Paintings,Terracotta",Darbhanga%Bihar,Wheat,Rabi,89175
650,Ashutosh Tiwari,5451489625,female,Jharkhand,DHANBAD,Katras Bazar SO,828114,Manoj Kumar,Coal,Dhanbad%Jharkhand,Rice,Winter,228890
651,Nibedita Mohanty,3445412311,male,Jharkhand,DHANBAD,Karitand BO,828129,Mapra Advisors,Coal,Dhanbad%Jharkhand,Rice,Winter,228890
652,Kavita Shukla,8302153914,female,Telangana,SIRCILLA,Avunur B.O,505404,Margdarshak Financial Services Limited,Fisheries,Rajanna Sircilla%Telangana,Rice,Rabi,15516
653,Amolak Singh,9586347211,male,Delhi,NEW DELHI,R K Puram Sect1 SO,110022,Mattie Health care & Social welfare Institute,Bakery Products,New Delhi%Delhi,Maize,Rabi,47347
654,Poonam Rani,9589451202,male,Haryana,GURGAON,DLF QE SO,122002,MAXIMUS INFOWARE INDIA PVT LTD,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,47347
655,Pooja Pathak,6040857480,female,Haryana,ROHTAK,Baliana BO,124401,MB UNIT OF SOCIO EQUALITY PVT LTD,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,47347
656,Suraj Upadhyay,7091184794,male,Haryana,REWARI,Basbatori BO,123101,MBNK Phygital Financial Marketplace Pvt Ltd,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,47347
657,Akash Sriwastav,8265136994,female,Haryana,BHIWANI,Achina SO,127307,MENTOR HOME LOANS INDIA LIMITED,"Milk Product,Cattle Feed,Plastic Products",Bhiwani%Haryana,Maize,Rabi,47347
658,Ajit Jha,7050339835,female,Bihar,MADHEPURA,Gopalpur BO,852220,Micro Data Service Provider (P) Ltd,"Bamboo Art,Mango",Madhepura%Bihar,Rice,Winter,117196
659,Deepika Srivastava,3465816153,female,Haryana,SONIPAT,Anwali BO,131409,Micro Enterprises & Sustainable Project,"Plastic moulded Products ( Electronic Toys),Food Processing,Stainless Steel Products",Sonipat%Haryana,Maize,Rabi,47347
660,Aswani Kumar,5464138958,male,Rajasthan,SIKAR,Bhilunda BO,332028,MindsArray Network Pvt Ltd,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
661,Pranjal,6083857195,male,Haryana,PANIPAT,Hathwala S.O,132115,Mintifi Finserve Ltd.,Handloom and Textiles,Panipat%Haryana,Maize,Rabi,47347
662,Reetu,2291954136,female,Bihar,MADHUBANI,Andah BO,847234,Mobisafar Services Private Limited,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
663,Irshan Jahan,7538731755,female,Jammu and Kashmir,BARAMULLA,Aloosa S.O,193505,Money on Mobile,Apples,Baramulla%Jammu & Kashmir,Maize,Kharif,29243
664,Swaraj Kumar,3540595483,female,Telangana,HYDERABAD,Bowenpally S.O,500011,Moneyboxx Finance Limited,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,15516
665,Sneha Yadav,7583682496,male,Bihar,SUPAUL,Chunnimal BO,852137,MOON LIGHT INFRA SERVICES,"Lac Bangles,Makhana",Supaul%Bihar,Rice,Winter,149839
666,Ritika Agrawal,2901214697,female,Bihar,PURNIA,BKAsthan BO,854303,Mos Utility Pvt Ltd,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,185906
667,Dilashish Khamaru,2637940758,female,Haryana,SIRSA,Banwala BO,125103,MOVELL AUTO TECH,"Cotton Products (Balls, Swabs),Sheet Fabrication (Pre Fab Structures)",Sirsa%Haryana,Maize,Rabi,47347
668,Anushka Singh,6181273364,male,Telangana,PEDDAPALLI,Appannapet B.O,505174,MPCON Ltd,Rice based products,Peddapalli%Telangana,Rice,Rabi,15516
669,Samridhi Jaiswal,3437933580,male,Telangana,PEDDAPALLI,Bommareddypalli B.O,505416,MULTINANCE INDIA,Rice based products,Peddapalli%Telangana,Rice,Rabi,15516
670,Rajat Kumar Chaubey,9036540966,female,West Bengal,BIRBHUM,Bhurkuna BO,731102,MUTHOOT FINANCE LIMITED,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
671,Hina Varshney,4456634762,female,Rajasthan,SIKAR,Antri BO,332021,MV E COMMERCE SERVICES PVT LTD,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
672,Chitra Singh,7662937908,male,Maharashtra,NASHIK,Devargaon B.O,422203,MyRoots Rural Business Centres Private Limited,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,108900
673,Vaibhav Agrawal,9135100077,male,Bihar,BEGUSARAI,Begusarai Court SO,851101,NABADIGANTA SERVICE COOPERATIVE SOCIETY LTD,"Maize,Chilly",Begusarai%Bihar,Wheat,Rabi,64159
674,Rekha Kumari,8823472851,female,Maharashtra,JALGAON,Deogaon S.O (Jalgaon),425112,NAVACHETANA MICROFIN SERVICES PRIVATE LIMITED,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,768100
675,Mamta Kumari,9262619263,male,West Bengal,BIRBHUM,Ahmadpur SO,731201,Navnit Chetana Mandal (NCM),"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
676,Sapana Punit Tiwari,4601967129,female,Telangana,SIRCILLA,Badnepalli B.O,505405,Nearby Technologies Pvt Ltd,Fisheries,Rajanna Sircilla%Telangana,Rice,Rabi,15516
677,Ayushi Srivastava,1473779813,female,Delhi,NEW DELHI,Kidwai Nagar East SO,110023,Neo Leaf  M/s BRICK EAGLE AFFORDABLE HOUSING FINANCE LIMITED,Bakery Products,New Delhi%Delhi,Maize,Rabi,47347
678,Abhishek Kashyap,2637350057,female,Haryana,GURGAON,Gurgaon Sector 45 SO,122003,New Opportunity Consultancy Private Limited,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,47347
679,Saurabh Pratap Singh,9093448356,female,Haryana,JHAJJAR,Hassangarh SO,124404,Next Vision,Footwear,Jhajjar%Haryana,Maize,Rabi,47347
680,Komalpreet Kaur,7337358752,female,Haryana,REWARI,Ahrod BO,123102,NextRu Livelihoods Private Limited,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,47347
681,Niketa Kumari Dokania,6328397057,female,Rajasthan,SIKAR,Bochi BO,332029,Nextzen FI-Tech Privaye Ltd,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
682,Ipshita Raj,8081658102,female,Haryana,KARNAL,Bhaini Khrud B.O,132116,NICT Technologies Pvt Ltd,"Ayurvedic Products,Food Processing,Printing and Packaging",Karnal%Haryana,Maize,Rabi,47347
683,Nilesh Kumar Agarwal,1081971045,male,Bihar,MADHUBANI,Bhariabishanpur BO,847235,Nineroot technologies,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
684,Arun Dwivedi,8392222345,male,Uttar Pradesh,ALIGARH,Atrauli Ro RS BO,202282,Non Corporate Bc,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,546558
685,Uttam Kumar,2305026497,male,Telangana,HYDERABAD,Begum Bazar S.O,500012,Novopay,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,15516
686,Sanjay Dutt,3881078235,male,Bihar,SUPAUL,Baskhora BO,852133,Novopay Solutions Private Limited,"Lac Bangles,Makhana",Supaul%Bihar,Rice,Winter,149839
687,Vimlesh,3566275506,female,Bihar,PURNIA,Purnea City SO,854302,Oasys Cybernectics Pvt Ltd,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,185906
688,Pooja Giri,6129997115,male,Haryana,SIRSA,Abubshahar BO,125104,OASYS ONE STOP SOLUTION PRIVATE LIMITED,"Cotton Products (Balls, Swabs),Sheet Fabrication (Pre Fab Structures)",Sirsa%Haryana,Maize,Rabi,47347
689,Arjun Kumar Singh,4907655663,female,Telangana,PEDDAPALLI,Adivisomanpalli B.O,505184,ODISHA,Rice based products,Peddapalli%Telangana,Rice,Rabi,15516
690,Anurag Kumar Srivastava,1059860928,male,Telangana,JAGTIAL,Dharmapuri S.O,505425,ODISHA LIVELIHOODS MISSION NRUM,Mango,Jagtial%Telangana,Rice,Rabi,15516
691,Rijvan Ansari,5258091128,female,West Bengal,BIRBHUM,Baraalunda BO,731103,ORANGE E SEVA PVT LTD,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
692,Mahesh Kumar Modi,3527669453,female,Rajasthan,SIKAR,Badalwas BO,332023,ORIEL FINANCIAL SOLUTION PVT LTD,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
693,Arpit Saxena,7246877886,female,Maharashtra,NASHIK,Amlon B.O,422204,ORIGO FINANCE PRIVATE LIMITED,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,108900
694,Rajesh Sharma,6462623624,female,Bihar,SAMASTIPUR,Baghra SO Samastipur,848506,Orocorp Technologies Private Limited,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,116642
695,Abdul Gaffar,2811831888,male,Maharashtra,JALGAON,Bahadarpur S.O (Jalgaon),425113,Osiris Infotech Pvt. Ltd,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,768100
696,Gayan Binder Singh,3624033590,female,West Bengal,BIRBHUM,Barakartickchungri BO,731202,Oswal Computers and Consultants Pvt Ltd,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
697,Neha Nupur,6895919191,male,Bihar,MADHUBANI,Jagatpur BO,847213,Oxigen,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
698,Anjali Singh,3683368236,male,Delhi,SOUTH DELHI,Amar Colony SO,110024,OXIGEN SERVICES INDIA PVT LTD,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,47347
699,Avinash Wagmode,7735470391,female,Haryana,GURGAON,Khandsa BO,122004,P2P MICROFINANCE AND ALLIED SERVIC,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,47347
700,Neha Chandwani,6736263653,female,Haryana,ROHTAK,Assan BO,124406,PAFT Finance Ltd,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,47347
701,Mahima Dhiman,1319843882,male,Haryana,REWARI,Balwari BO,123103,PAFT Inclusive Financial Services Pvt. Ltd.,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,47347
702,Rishabh Kumar Mishra,7622978321,male,Haryana,BHIWANI,Ajitpura BO,127309,Pahal Financial Services Pvt. Ltd,"Milk Product,Cattle Feed,Plastic Products",Bhiwani%Haryana,Maize,Rabi,47347
703,Ratna Agrawal,4854065982,female,Haryana,FARIDABAD,Amarnagar SO Faridabad,121003,PAISALO DIGITAL LIMITED,"Auto components,Machine Tools",Faridabad%Haryana,Maize,Rabi,47347
704,Roshni Rai,9398493208,male,Haryana,YAMUNANAGAR,Azizpur B.O,133206,PANKAJ JHA,"Plywood,Metal Utensils",Yamunanagar%Haryana,Maize,Rabi,47347
705,Kushboo Kumari,5056561635,female,Rajasthan,SIKAR,Mordunga BO,332030,PANOBIZ BUSINESS TECHNOLOGIES PVT LTD.,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
706,Sonali Sharma,5680005632,male,Haryana,KARNAL,Arjheri B.O,132117,PARAM PEOPLE INFOTECH SOLUTIONS PVT LTD,"Ayurvedic Products,Food Processing,Printing and Packaging",Karnal%Haryana,Maize,Rabi,47347
707,Ankur Kannoj,4810716333,male,Bihar,MADHUBANI,Bathne BO,847236,PARIBARTAN,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
708,Jyoti Singh,3587292131,female,Uttar Pradesh,HATHRAS,Dariyapur BO,203001,PARIN TEX,Hing (Asafoetida),Hathras%Uttar Pradesh,Wheat,Rabi,191947
709,Geeta Kumari,4568248856,female,Telangana,HYDERABAD,Amberpet S.O,500013,Parviom Technologies Private Limited,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,15516
710,Neelam Singh,2480537581,female,Bihar,MADHEPURA,Bariahi BO,852132,PAY POINT INDIA NETWORK PVT LTD,"Bamboo Art,Mango",Madhepura%Bihar,Rice,Winter,117196
711,Shashi Nandan Singh,9758885480,male,Bihar,PURNIA,Bhatta Bazar SO,854301,Payin Solution Pvt Ltd,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,185906
712,Namrata Yadav,8474228439,female,Haryana,FATEHABAD,Akanwali BO,125106,Payone,"Cotton & Agri-based products,Agriculture Implements",Fatehabad%Haryana,Maize,Rabi,47347
713,Sunanjay Kumar Sinha,9314065377,male,Telangana,PEDDAPALLI,Guttepalli B.O,505185,Paypoint,Rice based products,Peddapalli%Telangana,Rice,Rabi,15516
714,Nikita Pandey,7451018642,female,Telangana,KARIM NAGAR,Achampalli B.O,505445,PAYTEL FINANCIAL TECHNOLOGIES PVT LTD,"Granites,Silverfiligree",Karimnager%Telangana,Rice,Rabi,15516
715,Sarvesh Patel,5610358756,female,West Bengal,BIRBHUM,BkTPP SO,731104,Paythrough,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
716,Grish Kumar Baghel,3504509325,male,Rajasthan,SIKAR,Bhadwasi BO,332024,PAYTHROUGH SOFTWARES,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
717,Akanksha Saxena,2465522455,female,Maharashtra,Malegaon,Bahaduri B.O,422205,PayTM Payment Bank Ltd.,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,15516
718,Rajendra Pratap Singh,1819209873,male,Bihar,SAMASTIPUR,Ahmadpur BO,848505,Peoples Forum,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,116642
719,Kartik Mittal,6016317811,female,Maharashtra,Jalgaon,Devpimpri B.O,425114,Phoenix Mills Limited,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,768100
720,Vijay Samadhiya,3091563943,female,West Bengal,BIRBHUM,Adityapur BO,731204,PLADA INFOTECH SERVICES PVT LTD,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
721,Bharat Srivastav,3051975387,male,Bihar,MADHUBANI,M G Bazar SO,847214,POONAM KHANDELWAL,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
722,Ummed Singh,6060644042,male,Delhi,SOUTH DELHI,Abul Fazal EnclaveI SO,110025,PRADAKSHANA FINTECH PVT. LTD.,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,47347
723,Umesh Saini,2870453325,male,Haryana,GURGAON,Air Force SO,122005,PRASAD PRADEEPRAO PANDHARPURKAR,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,47347
724,Ritesh Singh,9330466292,male,Haryana,ROHTAK,Anwal SO,124411,Progrow Farm and Rural Mission Pvt Ltd,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,47347
725,Vijendra Singh,4568187271,male,Haryana,REWARI,Akera BO,123106,Quick Silver Connecting The Dots Services Private Limited,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,47347
726,Madhavani Sachin,8375173827,male,Haryana,BHIWANI,Aun BO,127310,Quicksun Technologies Pvt Ltd,"Milk Product,Cattle Feed,Plastic Products",Bhiwani%Haryana,Maize,Rabi,47347
727,Kanchan Kumari,1447296622,male,Haryana,ROHTAK,Asthal Bohar SO,124021,RADHE SHYAM SOLUTION,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,47347
728,Omshiva,8476182827,male,Haryana,AMBALA,M.M.E.Complex Mulana S.O,133207,RADIAN FINSERVE PVT LTD,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,47347
729,Kamal Hasan Raini,1893510768,female,Rajasthan,SIKAR,Beri BO,332031,RAJARAJESHWARA ENTERPRISES,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
730,Manish Kumar Raut,3346701810,female,Haryana,PANIPAT,Atta S.O,132122,RajCOMP Info Services Limited EMITRA,Handloom and Textiles,Panipat%Haryana,Maize,Rabi,47347
731,Bishwash Kumar,3682257107,male,Bihar,DARBHANGA,Belhi,847237,RAJESH KUMAR,"Makhana,Madhubhani Paintings,Terracotta",Darbhanga%Bihar,Wheat,Rabi,89175
732,Sanjay Kumar Yadav,2604658199,male,Telangana,HYDERABAD,Hakimpet S.O,500014,Rajinder,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,15516
733,Akshay Pandey,4012539691,male,Bihar,SUPAUL,Babhani Bhelwa BO,852131,RAJVIR SINGH,"Lac Bangles,Makhana",Supaul%Bihar,Rice,Winter,149839
734,Mohd Shahbaz,9620810176,male,Bihar,PURNIA,Amari kukron BO,854205,RAM INFO LIMITED,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,185906
735,Nikki,5694393015,male,Haryana,SIRSA,Chadiwal BO,125110,RAPIPAYFINTECHPVTLTD,"Cotton Products (Balls, Swabs),Sheet Fabrication (Pre Fab Structures)",Sirsa%Haryana,Maize,Rabi,47347
736,Ved Prakash Dwivedi,6894465298,female,Telangana,PEDDAPALLI,Bonthakuntapalli B.O,505186,RBL FINSERVE LIMITED,Rice based products,Peddapalli%Telangana,Rice,Rabi,15516
737,Gaffar Ali,6334829116,male,Telangana,JAGTIAL,Ammakkapet B.O,505450,Red Craft Events,Mango,Jagtial%Telangana,Rice,Rabi,15516
738,Hitendra Kumar Sen,3434347695,female,West Bengal,BIRBHUM,Abinashpur SO,731121,Redmil Business Mall Private Limited,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
739,Divya Tiwari,2433914787,female,Rajasthan,SIKAR,Bhima BO,332025,Relisec Consultancy Services Pvt. Ltd,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
740,Aman Mittal,8565221683,female,Maharashtra,NASHIK,Ojhar S.O,422206,Ritman Technologies Private limited,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,108900
741,Mamta Dubey,7660021578,male,Bihar,SAMASTIPUR,Bahadurpur Patory BO,848504,RIYA ENTERPRISES,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,116642
742,Megha Rai,8919885351,female,Maharashtra,JALGAON,Asankheda B.O,425115,RNET ENTERPRISES,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,768100
743,Bobby Jha,8588746345,female,West Bengal,BIRBHUM,Brahmanbahara BO,731213,RNFI SERVICES PVT LTD,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
744,Deepa Jha,5037183816,male,Bihar,MADHUBANI,BBelahi BO,847215,Roinet Solutions Pvt Ltd.,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
745,Arati Khurana,1710485054,male,Delhi,WEST DELHI,Ashoka Park Extn. S.O,110026,Rootreforms Intiative (OPC) Pvt. Ltd.,Furniture items,West%Delhi,Maize,Rabi,47347
746,Khem Chand,8705708619,female,Haryana,GURGAON,Basai BO,122006,Rupeek Fintech Private Limited,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,47347
747,Deepa Rani,7829211319,male,Haryana,ROHTAK,Chimni BO,124412,Ruptok Fintech Private Limited,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,47347
748,Prakash Chandra Sharma,6563503586,female,Haryana,REWARI,Industrial Area Dharuhera SO,123110,S V Creditline Limited,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,47347
749,Kumari Swati,1429086473,male,Haryana,BHIWANI,Dhana Ladan Pur BO,127311,S2 Preya Investment Services Pvt Ltd,"Milk Product,Cattle Feed,Plastic Products",Bhiwani%Haryana,Maize,Rabi,47347
750,Shailja Deo Singh,6482413218,male,Haryana,JIND,Baniya Khera B.O,126110,SAGGRAHA MANAGEMENT SERVICES PVT LTD,"Poultry Feed,Engineering Goods",Jind%Haryana,Maize,Rabi,47347
751,Surbhi Sharma,9263522878,female,Haryana,PANCHKULA,B.C.W. Suraj Pur S.O,133301,Sahaj e- Village Limited.,"Automobile Parts,Pharmaceuticals",Panchkula%Haryana,Maize,Rabi,47347
752,Indrajeet Kumar,5979126763,male,Rajasthan,SIKAR,Khakholi BO,332041,SAHAJ RETAIL LIMITED,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
753,Kanchanlata Pandey,7325727496,male,Haryana,PANIPAT,Babarpur B.O,132140,SAHAJ RURAL DEVELOPMENT FOUNDATION,Handloom and Textiles,Panipat%Haryana,Maize,Rabi,47347
754,Arvind Shakya,6587268286,male,Bihar,MADHUBANI,Husainpur BO,847238,SAKSHAM GRAM CREDIT PRIVATE LIMITED,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
755,Adesh Kumar,1839154381,female,Telangana,HYDERABAD,Aoc Records S.O,500015,SALMA TABASSUM,Studded gold jewllery,Hyderabad%Telangana,Rice,Rabi,15516
756,Pavan Kumar Dubey,5171762086,male,Bihar,SUPAUL,Bakaur BO,852130,Samaaru Finance Private Limited,"Lac Bangles,Makhana",Supaul%Bihar,Rice,Winter,149839
757,Megha Bisen,3866183065,male,Bihar,PURNIA,Ajhokopa BO,854204,Samavesh Finserve Pvt. Ltd.,"Bamboo Art,Jute,Makhana",Purnea%Bihar,Rice,Winter,185906
758,Anjali Bharti,8660520903,female,Haryana,FATEHABAD,Baijalpur BO,125111,SAMGRAH TECH PRIVATE LIMITED,"Cotton & Agri-based products,Agriculture Implements",Fatehabad%Haryana,Maize,Rabi,47347
759,Bishakha Priya,2972581646,male,Andhra Pradesh,VIZIANAGARAM,Venkampeta B.O,505187,Samhita Community Development Services,"Mango Jelly,Bobilli Veena,Design Bedsheets",Vizianagaram%Andhra Pradesh,Rice,Whole Year,331840
760,Rakhi Paikra,7585339359,male,Telangana,KARIM NAGAR,Deshrajpalli B.O,505451,Samparna Business Correspondence Private Limited,"Granites,Silverfiligree",Karimnager%Telangana,Rice,Rabi,15516
761,Rimmi Gupta,6941504934,male,West Bengal,BIRBHUM,Bakreswar BO,731123,Sampurna Financial Services Limited,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
762,Shama Parveen,1917974369,male,Rajasthan,SIKAR,Ghirnia Bada BO,332026,SAMVRIDDHI INCLUSIVE GROWTH NETWORK,Furniture - Antique,Sikar%Rajasthan,Rice,Rabi,15516
763,Shuchi Tripathi,7015642498,female,Maharashtra,NASHIK,Amba B.O,422207,SANJEEV SHARMA,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Bajra,Kharif,108900
764,Lalit Kumar Raghav,9114866894,male,Bihar,SAMASTIPUR,Bazidpur BO,848503,SANJIVANI VIKASFOUNDATION BIHAR,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,116642
765,Bipin Kumar,5265318823,female,Maharashtra,JALGAON,Bornar B.O,425116,Santosh Finlease Pvt. Ltd.,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,768100
766,Mohammad Kaishar Kalim Khan,2820167239,male,West Bengal,BIRBHUM,Chunpalasi BO,731214,Saral Technology Services Pvt Ltd,"Santiniketan Leather goods,Kantha",Birbhum%West Bengal,Rice,Winter,1029374
767,Sandeep Sharma,9055467463,male,Bihar,MADHUBANI,Arerhat SO,847222,Sarala Development & Microfinance Pvt. Ltd,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
768,Chandan Raj,6959021049,female,Delhi,WEST DELHI,Janta Market S.O,110027,Saraswat Infotech Private Limited,Furniture items,West%Delhi,Maize,Rabi,47347
769,Sanjeev Kumar Bais,4609738047,male,Haryana,GURGAON,Industrial Estate SO Gurgaon,122007,SARDAR EXIM,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,47347
770,Sajev,8303381419,male,Haryana,ROHTAK,Atail BO,124501,SARTHAK SEWA PRIVATE LIMITED,Fastners and Machine Tools,Rohtak%Haryana,Maize,Rabi,47347
771,Priti Sinha,5275873803,male,Haryana,REWARI,Guriani SO,123301,Sarvagram Fincare Private Limited,"Motorcycles/ bikes,Engineering Goods",Rewari%Haryana,Maize,Rabi,47347
